"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: languagePath","Param: programPath"
"mb.nabl2.benchmark.AnalysisBenchmark.runBenchmark","ss",1,20,4.309764,0.213378,"s/op",/home/jesse/source/thesis/develop,/home/jesse/source/thesis-benchmark-dataset/weblab/weblab.dev
